q;w;a;b;c;r;t;d;e;f
20;2000;1;30;4;00;0;20;500;1;30;1;180
100;1950;2;00;3;90;14;2;500;500;2;70;1;
150;1860;2;18;3;72;;1000;500;3;00;1;180
200;1760;2;30;3;52;36;5000;533;3;70;1;06;158
300;1540;2;48;3;08;;10000;480;4;00;0;96;90
500;1160;2;70;2;32;;13000;345;4;11;0;69;
1000;675;3;00;1;35;72;15000;270;4;18;0;54;
2000;357;3;30;0;71;86;4;20000;150;4;30;0;3;36
5000;145;3;70;0;29;;30000;65;4;48;0;13;14;4
10000;76;4;00;0;15;86;4;50000;20;4;70;0;04;
