1.5;10.44;0.001;1.3;16.3;0.001;1.1;500;0.043
1.6;9.06;0.0032;1.4;16.2;0.011;1.2;400;0.055
1.7;8.73;0.0051;1.5;4.57;0.07;1.3;12.59;0.075
1.8;3.4;0.021;1.6;2.16;0.26;1.4;1.2;0.15
1.9;1.4;0.078;1.7;1.06;0.78;1.5;0.88;1.45
2;0.9;0.158;1.8;0.2;0.79;1.6;0.5;3.3
2.1;0.18;6;1.9;0.18;1.2;1.7;0.4;3.8
2.2;0,15;10;2;0.10;4.4;1.8;0.35;4.7
;;;2.1;0.04;6.8;1.9;0.32;5.5
;;;2.2;0.01;9.96;2;0.32;6
;;;;;;2.1;0.28;7.2
;;;;;;2.2;0.27;8.1
