x.Curve1;;
26.873;4.150642;71.5065506667064
31.585;4.150757;71.5124944323938
35.869;4.151219;71.5363761845259
41.438;4.151104;71.5304310956048
47.22;4.151565;71.5542651341843
52.86;4.152085;71.5811558695152
59.428;4.152373;71.5960520984187
65.425;4.152951;71.6259542377909
71.136;4.15347;71.652811175987
77.275;4.15422;71.6916336397314
82.416;4.154336;71.6976394326759
87.556;4.154624;71.7125518169987
93.053;4.155144;71.7394821922772
101.12;4.155894;71.7783359532413
108.972;4.156818;71.8262230717294
114.612;4.157337;71.8531300454963
118.967;4.157395;71.8561374079144
124.892;4.157741;71.874079623723
130.747;4.15803;71.8890683299866
138.814;4.15878;71.9279760774162
146.523;4.159646;71.9729190166993
153.734;4.159935;71.9879214607277
160.159;4.160339;72.008897229453
167.87;4.1608;72.032837427712
175.722;4.161666;72.077824032363
182.576;4.16207;72.0988172604217
190.5;4.162705;72.1318222802645
197.639;4.163398;72.1678534247566
205.849;4.163802;72.1888641295046
211.846;4.164321;72.2158615880693
215.629;4.164668;72.2339156661123
220.126;4.165302;72.2669098504715
225.052;4.165591;72.2819531193975
226.552;4.165592;72.2820051758552
230.05;4.166053;72.306005864511
231.905;4.166515;72.3300639449387
234.975;4.167034;72.3570965941292
237.045;4.167554;72.3841880834449
238.257;4.168246;72.4202510900189
239.756;4.169054;72.4623744963526
241.183;4.169805;72.5015409691853
242.395;4.170786;72.5527237553135
243.108;4.171767;72.6039306242525
244.32;4.173095;72.6732887997498
245.175;4.17448;72.7456709866194
245.601;4.176269;72.8392379361901
245.956;4.177885;72.9238257067806
246.311;4.17904;72.9843230439793
249.666;4.179444;73.0054919131936
252.95;4.17979;73.0236249410047
256.876;4.180367;73.0538708014495
260.803;4.180771;73.0750531159485
263.587;4.181175;73.0962395246597
267.298;4.181868;73.1325910934952
272.224;4.182272;73.1537886214074
277.435;4.183311;73.2083228580189
281.504;4.183888;73.2386196938349
286.073;4.184465;73.2689248872768
292.711;4.18585;73.3417019703516
300.277;4.186832;73.3933319491409
308.629;4.188101;73.4600872213984
314.269;4.188909;73.5026128452336
319.051;4.18966;73.5421532310527
325.333;4.190583;73.5907688915029
330.972;4.191449;73.6364017617269
338.825;4.192488;73.6911755559112
346.605;4.193816;73.761224330898
354.529;4.195085;73.8282024623022
362.952;4.195893;73.8708700205828
369.948;4.197048;73.9318899345058
374.587;4.198087;73.9868101435687
379.727;4.198606;74.0142540020647
385.509;4.199645;74.0692149878703
391.434;4.200396;74.1089582959437
397.502;4.200915;74.1364323498011
