277 220 0.5 57 0.044 576 139 0.5 437 0.0278 1.79 1.1 0.005 0.69 0.00022 34 0.12 0.5 0.005 33.88 2.4E-05
306 246 0.5 60 0.0492 629 103 0.5 526 0.0206 2.14 1.13 0.005 1.01 0.000226 54 0.07 0.5 0.005 53.93 1.4E-05
375 309 0.5 66 0.0618 646 196 0.5 450 0.0392 2.75 1.19 0.005 1.56 0.000238 85 0.03 0.5 0.005 84.97 6E-06
465 390 0.5 75 0.078 729 267 0.5 462 0.0534 3.26 2.24 0.005 1.02 0.000448 110 0.04 0.5 0.005 109.96 8E-06
480 403 0.5 77 0.0806 807 339 0.5 468 0.0678 3.83 1.24 0.005 2.59 0.000248 208 0.13 0.5 0.005 207.87 2.6E-05
515 437 0.5 78 0.0874 932 445 0.5 487 0.089 5.57 1.32 0.005 4.25 0.000264 247 0.16 0.5 0.005 246.84 3.2E-05
574 494 0.5 80 0.0988 992 507 0.5 485 0.1014 6.38 1.35 0.005 5.03 0.00027 347 0.22 0.5 0.005 346.78 4.4E-05
638 555 0.5 83 0.111 1054 565 0.5 489 0.113 7.36 1.39 0.005 5.97 0.000278 527 0.31 0.5 0.005 526.69 6.2E-05
710 623 0.5 87 0.1246 1116 622 0.5 494 0.1244 9.40 1.17 0.005 8.23 0.000234 662 0.37 0.5 0.005 661.63 7.4E-05
738 650 0.5 88 0.13 1224 724 0.5 500 0.1448 14.77 1.69 0.005 13.08 0.000338 709 0.39 0.5 0.005 708.61 7.8E-05
760 670 0.5 90 0.134 1337 831 0.5 506 0.1662 18.96 1.42 0.005 17.54 0.000284 1041 0.55 0.5 0.005 1040.45 0.00011
806 714 0.5 92 0.1428 1682 1155 0.5 527 0.231 24.67 2.74 0.005 21.93 0.000548 1524 0.75 0.5 0.005 1523.25 0.00015
811 719 0.5 92 0.1438 1868 1342 0.5 526 0.2684 23.86 2.5 0.005 21.36 0.0005 2109 1.03 0.5 0.005 2107.97 0.000206
830 736 0.5 94 0.1472 2045 1513 0.5 532 0.3026 24.13 2.58 0.005 21.55 0.000516 2883 1.32 0.5 0.005 2881.68 0.000264
870 774 0.5 96 0.1548 2240 1704 0.5 536 0.3408 28.25 4.09 0.005 24.16 0.000818 3237 1.46 0.5 0.005 3235.54 0.000292
908 811 0.5 97 0.1622 2553 2010 0.5 543 0.402 28.97 4.42 0.005 24.55 0.000884 4515 2.03 0.5 0.005 4512.97 0.000406
970 874 0.5 96 0.1748 2880 2325 0.5 555 0.465 31.12 5.33 0.005 25.79 0.001066 4837 2.18 0.5 0.005 4834.82 0.000436
