1019 918 0.5 101 0.1836 3137 2581 0.5 556 0.5162 32.32 5.97 0.005 26.35 0.001194 5644 2.53 0.5 0.005 5641.47 0.000506
1042 942 0.5 100 0.1884 3852 3291 0.5 561 0.6582 32.93 6.29 0.005 26.64 0.001258 6024 2.67 0.5 0.005 6021.33 0.000534
1210 1103 0.5 107 0.2206 4587 4017 0.5 570 0.8034 34.63 7.22 0.005 27.41 0.001444 7455 3.25 0.5 0.005 7451.75 0.00065
1370 1262 0.5 108 0.2524 4977 4383 0.5 594 0.8766 35.76 7.81 0.005 27.95 0.001562 8175 3.66 0.5 0.005 8171.34 0.000732
1527 1412 0.5 115 0.2824 4891 4313 0.5 578 0.8626 37.49 8.75 0.005 28.74 0.00175 9162 3.97 0.5 0.005 9158.03 0.000794
1723 1604 0.5 119 0.3208 5305 4712 0.5 593 0.9424 37.90 9.01 0.005 28.89 0.001802 10060 4.45 5 0.005 10055.55 0.00089
2043 1914 0.5 129 0.3828 6383 5831 0.5 552 1.1662 39.94 10.11 0.005 29.83 0.002022 11090 4.90 5 0.005 11085.1 0.00098
2264 2136 0.5 128 0.4272 6880 6215 0.5 665 1.243 42.66 11.57 0.005 31.09 0.002314 11850 5.27 5 0.005 11844.73 0.001054
2483 2348 0.5 135 0.4696 8018 7397 0.5 621 1.4794 44.44 12.53 0.005 31.91 0.002506      
2583 2441 0.5 142 0.4882 8711 8087 0.5 624 1.6174 46.34 13.61 0.005 32.73 0.002722      
2824 2681 0.5 143 0.5362 9327 8721 0.5 606 1.7442 47.11 14.07 0.005 33.04 0.002814      
4426 4263 0.5 163 0.8526 10100 9460 5 640 1.892 49.02 15.17 0.005 33.85 0.003034      
4878 4711 0.5 167 0.9422 12420 11720 5 700 2.344 51.78 16.72 0.005 35.06 0.003344      
5201 5034 0.5 167 1.0068 14190 13540 5 650 2.708 53.23 17.58 0.005 35.65 0.003516      
6575 6393 0.5 182 1.2786 15740 15030 5 710 3.006 54.69 18.42 0.005 36.27 0.003684      
7125 6937 0.5 188 1.3874 16870 16180 5 690 3.236 55.83 19.05 0.005 36.78 0.00381      
8530 8341 0.5 189 1.6682 17660 16940 5 720 3.388 58.55 20.57 0.005 37.98 0.004114      
9386 9181 0.5 205 1.8362 19230 18510 5 720 3.702 62.81 22.99 0.005 39.82 0.004598      
10260 10060 5 200 2.012 20470 19810 5 660 3.962 65.87 24.35 0.005 41.52 0.00487      
13080 12610 5 470 2.522 23080 22410 5 670 4.482 72.41 28.39 0.005 44.02 0.005678      
15650 15450 5 200 3.09 25430 24750 5 680 4.95 81.44 34.58 0.005 46.86 0.006916      
18430 18030 5 400 3.606 27130 26460 5 670 5.292 90.18 39.31 0.005 50.87 0.007862      
18810 18510 5 300 3.702 28220 27530 5 690 5.506 93.38 41.15 0.005 52.23 0.00823      
20340 20120 5 220 4.024 29630 28940 5 690 5.788 99.36 44.32 0.005 55.04 0.008864      
23250 22980 5 270 4.596 31210 30520 5 690 6.104           
25530 25270 5 260 5.054 32550 31850 5 700 6.37           
28580 28280 5 300 5.656 35130 34440 5 690 6.888           
30200 29900 5 300 5.98 38560 37860 5 700 7.572           
31950 31660 5 290 6.332 40030 39340 5 690 7.868           
33440 33120 5 320 6.624 42030 41350 5 680 8.27           
34670 34350 5 320 6.87 45480 44720 5 760 8.944           
35950 35690 5 260 7.138 48470 47740 5 730 9.548           
37820 37550 5 270 7.51 50240 49500 5 740 9.9           
38670 38350 5 320 7.67                
40910 40320 5 590 8.064                
41830 41550 5 280 8.31                
46370 46050 5 320 9.21                
49430 49010 5 420 9.802                
50630 50330 5 300 10.066                
