
0	64.00	24.60
2	95.00	25.10
4	95.00	25.50
6	95.00	25.80
8	78.00	25.50
10	79.00	25.40
12	76.00	25.60
14	95.00	25.70
16	93.00	25.80
18	85.00	25.70
20	83.00	25.80
22	78.00	25.90
24	73.00	26.00
26	70.00	26.00
28	67.00	25.90
30	66.00	25.90
32	65.00	25.90
34	63.00	25.90
36	62.00	25.90
38	61.00	25.90
40	60.00	25.90
42	95.00	26.10
44	95.00	26.30
46	95.00	26.40
