-8;0;0;0;0;0;0;0;0
-6;0;0;0;0;0;0;0;0
-4;0;0;0;0;0;0;0;0
-2;0;0;0;0;0;0;0;0
0;0.204;0;0;0;0.376;0;0;0
2;0.204;0;0;0;0.376;0;0;0
4;0.204;0;0;0;0.376;0;0;0
6;0.204;0;0;0;0.376;0;0;0
8;0.204;0;0;0;0.376;0;0;0
